ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה,היתר קרינה,עוצמה מרבית תיאורטית בµW לסמר,העוצמה ביחס לסף הבריאותי [%],תאור נקודה בה התקבלה תוצאה מירבית,קובץ הקמה,קובץ הפעלה,טכנולוגיית שידור
3927,PHI (משרת את הוט ופרטנר),WI3728A,הרצליה,רח`  השונית 2  הרצליה פיתוח,עירית הרצליה,הרצליה,180956,674628,אתר זעיר פנימי,09/06/2014,29/06/2023,27/06/2023,יש היתר,23.5,3.81,במפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI3728A_20140609_1048.pdf,http://documents.sviva.gov.il/B002_1_WI3728A_20230629_1323.pdf,דור 3 4
3928,PHI (משרת את הוט ופרטנר),WI0664A,תל אביב-יפו,רח. פינקס 62-66,עירית תל אביב,תל אביב יפו,180633,666489,אתר זעיר פנימי,02/03/2017,02/07/2023,27/06/2023,יש היתר,30.3,6.16,מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0664A_20170302_1106.pdf,http://documents.sviva.gov.il/B002_1_WI0664A_20230702_0856.pdf,דור 3 4
3929,PHI (משרת את הוט ופרטנר),WI6389C,תל אביב-יפו,ניסים אלוני 16,עירית תל אביב,תל אביב יפו,181034,666364,אתר זעיר פנימי,17/04/2023,02/07/2023,27/06/2023,יש היתר,15.8,2.56,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI6389C_20230417_0804.pdf,http://documents.sviva.gov.il/B002_1_WI6389C_20230702_0858.pdf,דור 3 4
3930,PHI (משרת את הוט ופרטנר),EI2154A,ירושלים,ז`בוטינסקי 3,עירית ירושלים,ירושלים,221097,630883,אתר זעיר פנימי,12/03/2023,02/07/2023,27/06/2023,יש היתר,15.16,2.94,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_EI2154A_20230312_1457.pdf,http://documents.sviva.gov.il/B002_1_EI2154A_20230702_0852.pdf,דור 3 4
3931,PHI (משרת את הוט ופרטנר),SI5403A,אשדוד,הגדוד העברי 6,עירית אשדוד,אשדוד,165924,633584,אתר זעיר פנימי,07/09/2014,02/07/2023,28/06/2023,יש היתר,19.44,3.81,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_SI5403A_20140907_0904.pdf,http://documents.sviva.gov.il/B002_1_SI5403A_20230702_0855.pdf,דור 3 4
3932,PHI (משרת את הוט ופרטנר),WI6330B,רעננה,הדפנה 9,עירית רעננה,רעננה,188780,678412,אתר זעיר פנימי,20/11/2013,02/07/2023,28/06/2023,יש היתר,9.91,1.7,מפלס הרצפה,http://documents.sviva.gov.il/B001_1_WI6330B_20131120_1000.pdf,http://documents.sviva.gov.il/B002_1_WI6330B_20230702_0857.pdf,דור 3
3933,PHI (משרת את הוט ופרטנר),WI0956B,פתח-תקווה,ראשון לציון 1,עירית פתח תקווה,פתח תקווה,188407,667404,אתר זעיר פנימי,28/02/2018,04/07/2023,28/06/2023,יש היתר,24.08,4.88,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0956B_20180228_0923.pdf,http://documents.sviva.gov.il/B002_1_WI0956B_20230704_0850.pdf,דור 3 4
3934,PHI (משרת את הוט ופרטנר),WI6356B,ראשון לציון,משה לוי 8,עירית ראשון לציון,ראשון לציון,178684,654913,אתר זעיר פנימי,19/02/2018,03/07/2023,29/06/2023,יש היתר,15.28,2.95,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI6356B_20180219_1017.pdf,http://documents.sviva.gov.il/B002_1_WI6356B_20230703_1441.pdf,דור 3 4
3935,PHI (משרת את הוט ופרטנר),EI2127C,ירושלים,קרן היסוד 39,עירית ירושלים,ירושלים,221054,631143,אתר זעיר פנימי,05/03/2023,04/07/2023,29/06/2023,יש היתר,23.4,4.73,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_EI2127C_20230305_1215.pdf,http://documents.sviva.gov.il/B002_1_EI2127C_20230704_0839.pdf,דור 3 4
3936,PHI (משרת את הוט ופרטנר),WI0865C,חולון,צומת בין הרחובות המלאכה והרוקמים,עירית חולון,חולון,180870,657548,אתר זעיר פנימי,17/04/2023,04/07/2023,29/06/2023,יש היתר,21.44,4.48,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0865C_20230417_0751.pdf,http://documents.sviva.gov.il/B002_1_WI0865C_20230704_0849.pdf,דור 3 4
3937,PHI (משרת את הוט ופרטנר),IN4929B,חיפה,"דרך פיק""א",עירית חיפה,חיפה,200019,743694,אתר זעיר פנימי,10/08/2021,16/08/2023,29/06/2023,יש היתר,19.98,3.98,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_IN4929B_20210810_0752.pdf,http://documents.sviva.gov.il/B002_1_IN4929B_20230816_0831.pdf,דור 3 4
3938,PHI (משרת את הוט ופרטנר),NN4086B,קרית שמונה,מגרש כדורגל קרית שמונה,עירית קרית שמונה,קרית שמונה,254115,790433,תורן קרקעי,22/06/2022,06/09/2022,03/07/2023,יש היתר,23.43,3.36,במתחם קאנטרי במרחק 121 מטר,http://documents.sviva.gov.il/B001_1_NN4086B_20220622_0813.pdf,http://documents.sviva.gov.il/B002_1_NN4086B_20220906_1429.pdf,דור 2 3 4 5
3939,PHI (משרת את הוט ופרטנר),NC0600F,עכו,גיבורי סיני 24,עירית עכו,עכו,207405,759332,תורן על הגג,04/10/2021,04/07/2022,18/02/2024,יש היתר,77.55,9.54,ברח` העצמאות 44- מבנה מגורים עליית גג במרחק 34 מטר,http://documents.sviva.gov.il/B001_1_NC0600F_20211004_0732.pdf,http://documents.sviva.gov.il/B002_1_NC0600F_20220704_1441.pdf,דור 2 3 4 5
3940,PHI (משרת את הוט ופרטנר),EA1115D,בית``ר עילית,קדושת הלוי 67,מ.מקומית בית``ר עילית,ביתר עילית,210277,623194,תורן קרקעי,19/01/2023,15/03/2023,18/02/2024,יש היתר,64.71,8.39,מבנה מגורים - קומה 4 במרחק 40 מטר,http://documents.sviva.gov.il/B001_1_EA1115D_20230119_1642.pdf,http://documents.sviva.gov.il/B002_1_EA1115D_20230315_1652.pdf,דור 2 3 4 5
3941,PHI (משרת את הוט ופרטנר),NN4870C,קרית אתא,סמטת אתא 9,עירית קרית אתא,קרית אתא,209998,745013,מתקן גישה אלחוטי,07/09/2022,01/05/2023,18/02/2024,יש היתר,28.86,3.74,בבתוך הדירה במרחק 2.5 מטר,http://documents.sviva.gov.il/B001_1_NN4870C_20220907_1653.pdf,http://documents.sviva.gov.il/B002_1_NN4870C_20230501_1022.pdf,דור 3 4
3942,PHI (משרת את הוט ופרטנר),JW1129B,בית שמש,בית שמש ליד רח` חרמון,עירית בית שמש,בית שמש,199678,628113,תורן על הגג,06/02/2024,26/02/2024,18/02/2024,יש היתר,30.39,5.21,רחוב הר מירון - 27 מבנה מגורים - גג במרחק 87 מטר,http://documents.sviva.gov.il/B001_1_JW1129B_20240206_1001.pdf,http://documents.sviva.gov.il/B002_1_JW1129B_20240226_1328.pdf,דור 2 3 4 5
3943,PHI (משרת את הוט ופרטנר),EA2123C,אריאל,יסמין 17 א.ת. חדש אריאל,מ.מקומית אריאל,אריאל,211780,666761,תורן קרקעי,01/01/2024,26/02/2024,18/02/2024,יש היתר,23.85,3.38,מבנה תעשייתי באירוס 12 במרחק 104 מטר,http://documents.sviva.gov.il/B001_1_EA2123C_20240101_0824.pdf,http://documents.sviva.gov.il/B002_1_EA2123C_20240225_1703.pdf,דור 2 3 4
3944,PHI (משרת את הוט ופרטנר),MN4721C,עכו,אולם אירועים מקום בים,עירית עכו,עכו,206809,759250,מתקן גישה אלחוטי,10/05/2016,26/02/2024,18/02/2024,יש היתר,19.18,2.51,במבנה מגורים ההגנה 18 - קרקע ב מרחק 40 מטר,http://documents.sviva.gov.il/B001_1_MN4721C_20160807_1423.pdf,http://documents.sviva.gov.il/B002_1_MN4721C_20240226_1324.pdf,דור 2 3 4
3945,PHI (משרת את הוט ופרטנר),WE3260G,בני ברק,הרב רבינוב  בני ברק,עירית בני ברק,בני ברק,185471,665682,תורן על הגג,23/01/2022,09/05/2022,19/02/2024,יש היתר,69.94,8.75,במבנה - גג במרחק 48 מטר,http://documents.sviva.gov.il/B001_1_WE3260G_20220123_1004.pdf,http://documents.sviva.gov.il/B002_1_WE3260G_20220509_1531.pdf,דור 3 4
3947,PHI (משרת את הוט ופרטנר),TS0419A,גדרה,מרבד הקסמים 2,מ.מקומית גדרה,גדרה,179259,636116,תורן על הגג,16/07/2023,26/02/2024,19/02/2024,יש היתר,51.22,6.54,מתחם חומרי בניין במרחק 59 מטר,http://documents.sviva.gov.il/B001_1_TS0419A_20230716_1734.pdf,http://documents.sviva.gov.il/B002_1_TS0419A_20240225_1656.pdf,דור 2 3 4 5
3948,PHI (משרת את הוט ופרטנר),WI3383A,רמת גן,בין רח` תרצה ללנדאו,עירית רמת גן,רמת גן,183928,664299,אתר זעיר פנימי,12/01/2016,26/02/2024,19/02/2024,יש היתר,14.84,2.91,הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI3383A_20160112_1033.pdf,http://documents.sviva.gov.il/B002_1_WI3383A_20240226_1318.pdf,דור 3 4
3949,PHI (משרת את הוט ופרטנר),WE3183B,יציץ,יציץ,מ.א גזר,גזר,187733,641844,תורן קרקעי,13/02/2024,26/02/2024,19/02/2024,יש היתר,0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת האתר.,http://documents.sviva.gov.il/B001_1_WE3183B_20240213_1007.pdf,http://documents.sviva.gov.il/B002_1_WE3183B_20240225_1655.pdf,דור 2 3 4
3950,PHI (משרת את הוט ופרטנר),SO5551B,מודיעין עילית,שער המלך,מ.מקומית מודיעין,מודיעין עילית,204191,648856,תורן קרקעי,18/02/2024,26/02/2024,20/02/2024,יש היתר,29.96,4.55,שער המלך 5 - מבנה חד קומתי במרחק 76 מטר,http://documents.sviva.gov.il/B001_1_SO5551B_20240218_1655.pdf,http://documents.sviva.gov.il/B002_1_SO5551B_20240226_1101.pdf,דור 2 3 4 5
3951,PHI (משרת את הוט ופרטנר),EA2082C,טלמון,מגדל המים הר חרשה,מ.א מטה בנימין,מטה בנימין,214246,650175,תורן קרקעי,15/05/2012,26/02/2024,20/02/2024,יש היתר,1.29,0.16,מבנה,http://documents.sviva.gov.il/B001_1_EA2082C_20120515_1214.pdf,http://documents.sviva.gov.il/B002_1_EA2082C_20240226_1103.pdf,דור 2 3 4
3952,PHI (משרת את הוט ופרטנר),WR0874D,תל אביב-יפו,הארבעה 10,עירית תל אביב,תל אביב יפו,179891,664167,אתר זעיר פנימי,26/09/2023,10/03/2024,20/02/2024,יש היתר,0.58,0.09,עמדת שומר משרד וחניון ראשי ברדיוס של 5.40 מטרים,http://documents.sviva.gov.il/B001_1_WR0874D_20230926_0934.pdf,http://documents.sviva.gov.il/B002_1_WR0874D_20240310_1549.pdf,דור 3 4
3953,PHI (משרת את הוט ופרטנר),IN0734A,נוף הגליל,הר הקפיצה,נוף הגליל,נצרת,227579,731968,אתר זעיר פנימי,30/08/2021,23/05/2024,20/02/2024,יש היתר,23.44,4.7,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_IN0734A_20210830_1401.pdf,http://documents.sviva.gov.il/B002_1_IN0734A_20240523_0744.pdf,דור 3
3954,PHI (משרת את הוט ופרטנר),EI2231A,ירושלים,רח` בן ציון,עירית ירושלים,ירושלים,217630,631196,אתר זעיר פנימי,14/06/2015,03/03/2020,21/02/2024,יש היתר,25.36,5.16,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.8 מטר ממנה.,http://documents.sviva.gov.il/B001_1_EI2231A_20150614_0843.pdf,http://documents.sviva.gov.il/B002_1_EI2231A_20200303_0741.pdf,דור 2 3 4
3955,PHI (משרת את הוט ופרטנר),NN1874B,יסוד המעלה,יסוד המעלה,מ.מקומית יסוד המעלה,יסוד המעלה,253904,772496,תורן קרקעי,20/08/2015,16/06/2020,21/02/2024,יש היתר,2.49,0.25,בתחנת דלק סונול במרחק 150 מטר,http://documents.sviva.gov.il/B001_1_NN1874B_20150820_0912.pdf,http://documents.sviva.gov.il/B002_1_NN1874B_20200616_0803.pdf,דור 2 3 4
3956,PHI (משרת את הוט ופרטנר),SO1936I,אופקים,אופקים אתר מע צ כניסה ליישוב,עירית אופקים,מרחבים,163979,581497,תורן קרקעי,06/01/2014,29/06/2020,21/02/2024,יש היתר,1.47,0.17,מפלס הקרקע,http://documents.sviva.gov.il/B001_1_SO1936I_20140106_0813.pdf,http://documents.sviva.gov.il/B002_1_SO1936I_20200629_1358.pdf,דור 2 3 4
3957,PHI (משרת את הוט ופרטנר),NN1834B,איילת השחר,בריכת דיג כביש קרית שמונה,מ.א הגליל העליון,הגליל העליון,254383,776448,תורן קרקעי,07/03/2017,28/02/2024,21/02/2024,יש היתר,1.69,0.21,בקרקע במרחק 30 מטר,http://documents.sviva.gov.il/B001_1_NN1834B_20170307_1018.pdf,http://documents.sviva.gov.il/B002_1_NN1834B_20240229_0800.pdf,דור 2 3 4
3958,PHI (משרת את הוט ופרטנר),NN1888B,אתר דרך,כביש 65 - ליד עילבון,מ.א אפעל,הגליל התחתון,238592,748019,תורן קרקעי,23/02/2017,04/03/2024,21/02/2024,יש היתר,1.59,0.21,בבשולי דרך חצץ במרחק 28 מטר,http://documents.sviva.gov.il/B001_1_NN1888B_20170223_0652.pdf,http://documents.sviva.gov.il/B002_1_NN1888B_20240304_1058.pdf,דור 2 3 4
3959,PHI (משרת את הוט ופרטנר),WE3129D,הרצליה,שטח פתוח  (נוף ים),עירית הרצליה,הרצליה,182227,677562,תורן קרקעי,29/10/2018,26/02/2024,22/02/2024,יש היתר,8.62,1.22,רמה זו צפויה בהפרסה 19 א כפר שמריהו במרחק 102 מטר,http://documents.sviva.gov.il/B001_1_WE3129D_20181030_1056.pdf,http://documents.sviva.gov.il/B002_1_WE3129D_20240226_1059.pdf,דור 2 3 4
3960,PHI (משרת את הוט ופרטנר),NS0558F,חדרה,אחוזת האשכולית צפון חדרה,עירית חדרה,חדרה,193199,706580,תורן קרקעי,29/06/2023,26/02/2024,22/02/2024,יש היתר,0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת האתר,http://documents.sviva.gov.il/B001_1_NS0558F_20230629_0855.pdf,http://documents.sviva.gov.il/B002_1_NS0558F_20240226_1101.pdf,דור 2 3 4
3961,PHI (משרת את הוט ופרטנר),NC4007A,מצובה,מול הכניסה לעבדון,מ.א מטה אשר,מטה אשר,213951,771541,תורן קרקעי,13/12/2016,28/02/2024,22/02/2024,יש היתר,2.06,0.43,בבמטע אבוקדו במרחק 48 מטר,http://documents.sviva.gov.il/B001_1_NC4007A_20161213_0951.pdf,http://documents.sviva.gov.il/B002_1_NC4007A_20240228_1013.pdf,דור 2 3 4
3962,PHI (משרת את הוט ופרטנר),NC4309A,געתון,שטח פתוח ליד געתון,מ.א מטה אשר,מטה אשר,219710,767659,תורן קרקעי,13/12/2018,28/02/2024,22/02/2024,יש היתר,0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,http://documents.sviva.gov.il/B001_1_NC4309A_20181213_1145.pdf,http://documents.sviva.gov.il/B002_1_NC4309A_20240228_1013.pdf,דור 2 3 4
3963,PHI (משרת את הוט ופרטנר),NN1837D,יסעור,בריכות מים,מ.א מטה אשר,מטה אשר,216589,756275,תורן קרקעי,20/12/2023,04/03/2024,22/02/2024,יש היתר,0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת האתר,http://documents.sviva.gov.il/B001_1_NN1837D_20231220_1040.pdf,http://documents.sviva.gov.il/B002_1_NN1837D_20240304_1058.pdf,דור 2 3 4
3964,PHI (משרת את הוט ופרטנר),NE1892A,יזרעאל,תורן קיים פלאפון,מ.א הגלבוע,יזרעאל,230147,718411,תורן קרקעי,27/11/2017,04/05/2022,23/02/2024,יש היתר,0.78,0.1,רמה זו צפויה במבנה עץ במרחק 75 מטר,http://documents.sviva.gov.il/B001_1_NE1892A_20171127_1330.pdf,http://documents.sviva.gov.il/B002_1_NE1892A_20220504_0704.pdf,דור 2 3 4
3965,PHI (משרת את הוט ופרטנר),NE4118B,עפולה,"אזור תעשיה מזרחי שת""פ פלאפון",עירית עפולה,עפולה,228552,723424,תורן קרקעי,07/09/2017,26/03/2023,23/02/2024,יש היתר,6.65,0.93,רמה זו צפויה בבשטח התחנה במרחק 214 מטר,,http://documents.sviva.gov.il/B002_1_NE4118B_20230326_1421.pdf,דור 3 4
3966,PHI (משרת את הוט ופרטנר),NE4301A,מולדת,מולדת,מ.א הגלבוע,הגלבוע,240440,721902,תורן קרקעי,23/02/2017,26/02/2024,23/02/2024,יש היתר,2.24,0.32,בקרקע במרחק 40 מטר,http://documents.sviva.gov.il/B001_1_NE4301A_20170223_0649.pdf,http://documents.sviva.gov.il/B002_1_NE4301A_20240226_1101.pdf,דור 2 3 4
3967,PHI (משרת את הוט ופרטנר),NM4824C,עין הנצי``ב,מטע ליד צומת שלוחות,מ.א בקעת בית שאן,בקעת בית שאן,246851,708898,תורן קרקעי,30/10/2011,04/03/2024,23/02/2024,יש היתר,0.14,0.02,מפלס הקרקע,,http://documents.sviva.gov.il/B002_1_NM4824C_20240304_1059.pdf,דור 2 3 4
3968,PHI (משרת את הוט ופרטנר),WE0949E,תל אביב-יפו,הרב ניסים 6-8,עירית תל אביב,תל אביב יפו,181283,666581,תורן על הגג,31/10/2024,10/05/2021,25/02/2024,יש היתר,8.47,1.06,קומה מתחת במרחק 15 מטר,http://documents.sviva.gov.il/B001_1_WE0949E_20241031_1933.pdf,http://documents.sviva.gov.il/B002_1_WE0949E_20210510_1514.pdf,דור 2 3 4
3969,PHI (משרת את הוט ופרטנר),NI4617B,חיפה,"מיכ""ל 7",עירית חיפה,חיפה,198468,743569,אתר זעיר פנימי,06/12/2016,25/04/2022,25/02/2024,יש היתר,37.49,7.47,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.6 מטר,http://documents.sviva.gov.il/B001_1_NI4617B_20130210_0830.pdf,,דור 2 3 4
3970,PHI (משרת את הוט ופרטנר),NC4343B,חיפה,רח` הרופא זלוצ`יסטי- בית חולים כרמל,עירית חיפה,חיפה,198475,743541,אנטנת עוקץ,23/01/2022,03/05/2022,25/02/2024,יש היתר,7.2,1.19,ברחוב סמולנסקין 27 - מבנה מגורים קומה 9 במרחק 112 מטר,http://documents.sviva.gov.il/B001_1_NC4343B_20220123_1003.pdf,http://documents.sviva.gov.il/B002_1_NC4343B_20220503_2127.pdf,דור 2 3 4
3971,PHI (משרת את הוט ופרטנר),NN0589A,טמרה,בית המחשבים,מ.מקומית טמרה,טמרה,218838,750951,מתקן גישה אלחוטי,23/05/2018,02/03/2023,25/02/2024,יש היתר,48.21,5.78,רמה זו צפויה בבית פרטי קומה 1 במרחק 20 מטר,http://documents.sviva.gov.il/B001_1_NN0589A_20180522_1643.pdf,http://documents.sviva.gov.il/B002_1_NN0589A_20230302_1429.pdf,דור 2 3 4
3972,PHI (משרת את הוט ופרטנר),SO5326A,אשדוד,רח` גורדון,עירית אשדוד,אשדוד,165181,631171,תורן קרקעי,05/12/2022,06/03/2023,25/02/2024,יש היתר,32.16,4.1,באולם ספורט במרחק 81.00 מטר,http://documents.sviva.gov.il/B001_1_SO5326A_20221205_1205.pdf,http://documents.sviva.gov.il/B002_1_SO5326A_20230306_1111.pdf,דור 2 3 4 5
3973,PHI (משרת את הוט ופרטנר),WE3723B,תל אביב-יפו,"בי""ח איכילוב רח` וייצמן",עירית תל אביב,תל אביב יפו,180329,665360,תורן על הגג,13/02/2023,21/03/2023,25/02/2024,יש היתר,93.35,9.34,בתוך הפיר במרחק 3 מטר,http://documents.sviva.gov.il/B001_1_WE3723B_20230213_1021.pdf,http://documents.sviva.gov.il/B002_1_WE3723B_20230321_1358.pdf,דור 2 3 4 5
3974,PHI (משרת את הוט ופרטנר),WI6353A,תל אביב-יפו,רחוב וייצמן,עירית תל אביב,תל אביב יפו,180325,665352,אתר זעיר פנימי,21/06/2016,04/03/2024,27/02/2024,יש היתר,31.19,6.12,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.6 מטר,http://documents.sviva.gov.il/B001_1_WI6353A_20160714_0958.pdf,http://documents.sviva.gov.il/B002_1_WI6353A_20240304_1308.pdf,דור 2 3 4
3975,PHI (משרת את הוט ופרטנר),EI2416C,ירושלים,בייט שמואל 12,עירית ירושלים,ירושלים,217630,631196,אתר זעיר פנימי,25/05/2021,13/03/2022,28/02/2024,יש היתר,33.15,6.63,במפלס הריצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_EI2416C_20210525_0949.pdf,http://documents.sviva.gov.il/B002_1_EI2416C_20220313_1757.pdf,דור 2 3 4
3976,PHI (משרת את הוט ופרטנר),NE1805A,דברת,כביש קבוץ דברת,מ.א עמק יזרעאל,עמק יזרעאל,233216,727839,תורן קרקעי,13/03/2022,04/05/2022,28/02/2024,יש היתר,7.98,1.26,במבנה חד קומתי - קרקע במרחק 72  מטר,http://documents.sviva.gov.il/B001_1_NE1805A_20220313_1758.pdf,http://documents.sviva.gov.il/B002_1_NE1805A_20220504_1016.pdf,דור 2 3 4 5
3977,PHI (משרת את הוט ופרטנר),WI6359B,תל אביב-יפו,וייצמן 10,עירית תל אביב,תל אביב יפו,180312,665177,אתר זעיר פנימי,21/06/2016,04/03/2024,28/02/2024,יש היתר,30.43,6.18,הרצפה מול אנטנה כלל כיוונית במרחק 0.7 מטר,http://documents.sviva.gov.il/B001_1_WI6359B_20140716_0746.pdf,http://documents.sviva.gov.il/B002_1_WI6359B_20240304_1306.pdf,דור 2 3 4
3978,PHI (משרת את הוט ופרטנר),WE3484C,תל אביב-יפו,גרינבויים 41,עירית תל אביב,תל אביב יפו,178026,660885,תורן על הגג,16/11/2023,17/03/2024,28/02/2024,יש היתר,72.84,7.92,בניין מסחרי - גרינבויים 37 במרחק 56 מטר,http://documents.sviva.gov.il/B001_1_WE3484C_20231116_1107.pdf,http://documents.sviva.gov.il/B002_1_WE3484C_20240317_0943.pdf,דור 3 4 5
3979,PHI (משרת את הוט ופרטנר),WE3871E,פתח-תקווה,פתח תקווה הפורצים 22,עירית פתח תקווה,פתח תקווה,188602,666056,תורן על הגג,01/08/2023,17/03/2024,28/02/2024,יש היתר,31.84,3.45,הרב יחבוב אהרון 13-15 במרחק 64 מטר,http://documents.sviva.gov.il/B001_1_WE3871E_20230801_0804.pdf,http://documents.sviva.gov.il/B002_1_WE3871E_20240317_0936.pdf,דור 3 4 5
3980,PHI (משרת את הוט ופרטנר),JC1040A,ירושלים,נור א-דין 10,עירית ירושלים,ירושלים,222386,632532,תורן על הגג,10/01/2022,03/04/2022,29/02/2024,יש היתר,63.99,9.75,במפלס קרקע/גן רוקפלר - פארק משחקים במרחק 60 מטר,http://documents.sviva.gov.il/B001_1_JC1040A_20220110_1521.pdf,http://documents.sviva.gov.il/B002_1_JC1040A_20220403_1628.pdf,דור 2 3 4 5
3981,PHI (משרת את הוט ופרטנר),JN1136A,ירושלים,שכונת שועפת,עירית ירושלים,ירושלים,222025,635553,מתקן גישה אלחוטי,28/05/2018,19/09/2022,29/02/2024,יש היתר,39.03,5,רמה זו צפויה במבנה מגורים - קומה 2 במרחק 17 מטר,http://documents.sviva.gov.il/B001_1_JN1136A_20180528_0826.pdf,http://documents.sviva.gov.il/B002_1_JN1136A_20220919_1522.pdf,דור 2 3 4
3982,PHI (משרת את הוט ופרטנר),EA2006D,ירושלים,שכ` חמיס - שועפט,עירית ירושלים,ירושלים,222601,635653,מתקן גישה אלחוטי,26/02/2018,03/11/2022,29/02/2024,יש היתר,12.44,1.51,רמה זו צפויה בקומה מתחת במרחק 8 מטר,http://documents.sviva.gov.il/B001_1_EA2006D_20180226_0937.pdf,http://documents.sviva.gov.il/B002_1_EA2006D_20221103_1440.pdf,דור 2 3 4
3983,PHI (משרת את הוט ופרטנר),JN1138F,ירושלים,בית עבדול קאסם,עירית ירושלים,ירושלים,221767,636118,מתקן גישה אלחוטי,25/02/2021,14/11/2022,29/02/2024,יש היתר,57.73,7.26,במבנה מגורים - קומה 2 במרחק 26 מטר,http://documents.sviva.gov.il/B001_1_JN1138F_20210225_1600.pdf,http://documents.sviva.gov.il/B002_1_JN1138F_20221114_1949.pdf,דור 2 3 4
3984,PHI (משרת את הוט ופרטנר),NN4171C,כפר המכבי,כפר מכבי,מ.א זבולון,זבולון,211275,743993,תורן על הגג,15/08/2023,07/09/2023,08/07/2024,יש היתר,4.55,0.69,משרד ומחסן אספקה במרחק 29 מטר,http://documents.sviva.gov.il/B001_1_NN4171C_20230815_1047.pdf,http://documents.sviva.gov.il/B002_1_NN4171C_20230907_1026.pdf,דור 2 3 4 5
3985,PHI (משרת את הוט ופרטנר),NC4250K,קרית אתא,דרך חיפה 44,עירית קרית אתא,קרית אתא,207184,745955,תורן על הגג,24/05/2023,19/09/2023,08/07/2024,יש היתר,53.83,7.69,חנויות מתחת לחניון גג צפוני במרחק 84 מטר,http://documents.sviva.gov.il/B001_1_NC4250K_20230524_1226.pdf,http://documents.sviva.gov.il/B002_1_NC4250K_20230919_1134.pdf,דור 3 4 5
3986,PHI (משרת את הוט ופרטנר),WI0599A,חולון,חב` אורד רח` המשביר 4,עירית חולון,חולון,181305,658086,אתר זעיר פנימי,13/05/2024,17/07/2024,08/07/2024,יש היתר,3.97,0.42,במפלס הרצפה מול אנטנה כלל כיווני ת במרחק 0.5 מטר,http://documents.sviva.gov.il/B001_1_WI0599A_20240513_0857.pdf,http://documents.sviva.gov.il/B002_1_WI0599A_20240717_1355.pdf,דור 3 4
3987,PHI (משרת את הוט ופרטנר),EA2028E,ירושלים,בית פיאד,עירית ירושלים,ירושלים,221428,637028,מתקן גישה אלחוטי,23/05/2024,23/07/2024,08/07/2024,יש היתר,75.46,8,מבנה מגורים - קומה 3 במרחק 14 מטר,http://documents.sviva.gov.il/B001_1_EA2028E_20240523_0744.pdf,http://documents.sviva.gov.il/B002_1_EA2028E_20240723_1119.pdf,דור 3 4
3988,PHI (משרת את הוט ופרטנר),JN1113D,ירושלים,בית חנינה,עירית ירושלים,ירושלים,221974,637933,תורן על הגג,01/04/2024,23/07/2024,08/07/2024,יש היתר,60.83,7.5,רחוב פיידי אל עלמי סמו 3 - מבנה מגורים - קומה 4 במרחק 30 מטר,http://documents.sviva.gov.il/B001_1_JN1113D_20240401_1550.pdf,http://documents.sviva.gov.il/B002_1_JN1113D_20240723_1117.pdf,דור 3 4 5
3989,PHI (משרת את הוט ופרטנר),EA2090D,ירושלים,אל סהל אל אחדר,עירית ירושלים,ירושלים,223525,630678,תורן על הגג,13/05/2024,25/08/2024,08/07/2024,יש היתר,50.91,7.74,רחוב אלסהל אלאחדר סמ 10 5 - מבנה מגורים - קומה 2 במרחק 20 מטר,http://documents.sviva.gov.il/B001_1_EA2090D_20240513_0858.pdf,http://documents.sviva.gov.il/B002_1_EA2090D_20240825_0937.pdf,דור 3 4
