ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה,היתר קרינה,עוצמה מרבית תיאורטית בµW לסמר,העוצמה ביחס לסף הבריאותי [%],תאור נקודה בה התקבלה תוצאה מירבית,קובץ הקמה,קובץ הפעלה,טכנולוגיית שידור
1,סלקום,232,בית יצחק-שער חפר,ליד בריכת ייבוש,עמק חפר,עמק חפר,188906,693494,תורן קרקעי,23/12/2020,31/12/2023,17/08/2023,יש היתר,1.324,0.283,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_232_20201223_1527.pdf,http://documents.sviva.gov.il/B002_2_232_20231231_1305.pdf,דור 2 3 4 5
2,סלקום,233,ירושלים,ישיבת הכותל,ירושלים,ירושלים,222159,631391,אנטנת עוקץ,27/07/2020,25/12/2023,28/07/2024,יש היתר,55.916,7.072,במבנה קומה 3,http://documents.sviva.gov.il/B001_2_233_20200727_1110.pdf,http://documents.sviva.gov.il/B002_2_233_20231225_1023.pdf,דור 2 3 4
3,סלקום,234,ירושלים,מלון הר ציון-דרך חברון 15 י-ם,ירושלים,ירושלים,221512,630730,תורן על הגג,17/01/2022,22/08/2023,07/07/2024,יש היתר,44.54,5.781,במבנה קומה  3,http://documents.sviva.gov.il/B001_2_234_20220117_1315.pdf,http://documents.sviva.gov.il/B002_2_234_20230822_1428.pdf,דור 2 3 4 5
4,סלקום,235,ירושלים,רח` אלפסי 19 ירושלים,ירושלים,ירושלים,220226,631104,תורן על הגג,29/05/2023,25/12/2023,29/05/2024,יש היתר,61.64,7.7,אלפסי 12,http://documents.sviva.gov.il/B001_2_235_20230529_0848.pdf,http://documents.sviva.gov.il/B002_2_235_20231225_1020.pdf,דור 2 3 4
5,סלקום,236,ירושלים,בית הדואר-סאלח א-דין,ירושלים,ירושלים,222216,632340,אנטנת עוקץ,14/09/2022,24/12/2023,01/09/2024,יש היתר,67.6,7.75,בניין מגורים,http://documents.sviva.gov.il/B001_2_236_20220914_1014.pdf,http://documents.sviva.gov.il/B002_2_236_20231224_1730.pdf,דור 2 3 4 5
6,סלקום,240,רעננה,דרך ירושלים 36,רעננה,רעננה,186532,677263,תורן על הגג,07/01/2014,27/02/2023,23/09/2024,יש היתר,11.64,1.31,בתוך כפר נוער,http://documents.sviva.gov.il/B001_2_240_20140107_0722.pdf,http://documents.sviva.gov.il/B002_2_240_20230227_1310.pdf,דור 2 3 4
7,סלקום,241,נתניה,קניון השרון רח` הרצל 60,נתניה,נתניה,187225,692554,אנטנת עוקץ,05/09/2023,19/02/2024,23/09/2024,יש היתר,52.15,6.25,"מגדל משרדים ב באלון צבי 13 פינת פ""ת",http://documents.sviva.gov.il/B001_2_241_20240818_1120.pdf,http://documents.sviva.gov.il/B002_2_241_20240219_0950.pdf,דור 2 3 4 5
8,סלקום,242,טייבה,מרכזת בזק טייבה,טייבה,טייבה,200272,685428,מתקן גישה אלחוטי,15/04/2018,02/01/2023,25/08/2024,יש היתר,67.54,8.26,גג מבנה מגורים,http://documents.sviva.gov.il/B001_2_242_20180415_1344.pdf,http://documents.sviva.gov.il/B002_2_242_20230102_1405.pdf,דור 3 4
9,סלקום,243,נתניה,"אזה""ת שיאים 2000  יד חרוצים",נתניה,נתניה,187559,687938,תורן על הגג,09/02/2021,25/12/2023,23/09/2024,יש היתר,48.041,6.154,במבנה רחוב יד חרוצים 38ד קומה 1,http://documents.sviva.gov.il/B001_2_243_20210209_1807.pdf,http://documents.sviva.gov.il/B002_2_243_20231225_1004.pdf,דור 2 3 4 5
10,סלקום,244,ירושלים,ציר שועפת,ירושלים,ירושלים,222245,635142,תורן על הגג,31/12/2020,14/06/2023,05/06/2024,יש היתר,63.89,7.76,מבנה מערבי,http://documents.sviva.gov.il/B001_2_244_20230710_1552.pdf,http://documents.sviva.gov.il/B002_2_244_20230614_1045.pdf,דור 2 3 4
11,סלקום,245,שואבה,בריכת מים,מטה יהודה,שואבה,207617,634188,תורן על הגג,18/03/2012,16/11/2023,25/08/2024,יש היתר,8.818,0.816,בקומת  מתחת לגג,,http://documents.sviva.gov.il/B002_2_245_20231116_1110.pdf,דור 2 3 4
12,סלקום,247,כפר סבא,רח` בן יהודה,כפר סבא,כפר סבא,192478,676845,תורן קרקעי,16/08/2023,31/10/2023,25/08/2024,יש היתר,27.88,3.17,מתחם משתלת ספיר ומרכז הפעלה,http://documents.sviva.gov.il/B001_2_247_20230816_1158.pdf,http://documents.sviva.gov.il/B002_2_247_20231031_1238.pdf,דור 2 3 4 5
13,סלקום,248,הרצליה,רח` המעין 5 הרצליה,הרצליה,הרצליה,186266,675049,אנטנת עוקץ,06/01/2023,09/05/2023,28/04/2024,יש היתר,74.08,7.86,מרפסת דירה עליונה מזרחית,http://documents.sviva.gov.il/B001_2_248_20230116_0920.pdf,http://documents.sviva.gov.il/B002_2_248_20230509_1817.pdf,דור 2 3 4 5
14,סלקום,249,רמת השרון,"רח` סוקולוב 91 רמה""ש",רמת השרון,רמת השרון,185019,672863,תורן על הגג,17/02/2021,25/07/2023,06/06/2024,יש היתר,69.08,7.93,מבנה מסחרי מגורים ברחוב סוקולוב 90,http://documents.sviva.gov.il/B001_2_249_20210217_1609.pdf,http://documents.sviva.gov.il/B002_2_249_20230725_1451.pdf,דור 2 3 4 5
15,סלקום,250,רעננה,בזק רח` נתיב האבות 3,רעננה,רעננה,189814,675725,תורן על הגג,07/01/2014,11/02/2020,29/05/2024,יש היתר,4.79,0.53,קומה עליונה מתחת לאנטנות,http://documents.sviva.gov.il/B001_2_250_20140107_0723.pdf,http://documents.sviva.gov.il/B002_2_250_20200211_1727.pdf,דור 2 3 4
16,סלקום,253,טל שחר,בריכת מים צומת נחשון,מטה יהודה,מטה יהודה,192374,636004,תורן קרקעי,19/03/2023,10/05/2023,07/05/2023,יש היתר,6.51,0.78,תחנת דלק - דלק צומת נחשון,http://documents.sviva.gov.il/B001_2_253_20230319_1303.pdf,http://documents.sviva.gov.il/B002_2_253_20230510_1002.pdf,דור 2 3 4
17,סלקום,256,מסילת ציון,אשתאול 3 שער הגיא,מטה יהודה,מטה יהודה,202364,635910,תורן קרקעי,23/02/2020,17/08/2020,06/10/2024,יש היתר,1.378,0.296,במבנה קומה 1,http://documents.sviva.gov.il/B001_2_256_20241029_1603.pdf,http://documents.sviva.gov.il/B002_2_256_20200817_1656.pdf,דור 2 3 4
18,סלקום,257,ירושלים,רח` הצבי 15 ירושלים,ירושלים,ירושלים,219207,633001,אנטנת עוקץ,05/03/2023,30/07/2023,29/05/2024,יש היתר,68.05,7.93,מלון שערי ירושלים צד דרומי,http://documents.sviva.gov.il/B001_2_257_20230305_1510.pdf,http://documents.sviva.gov.il/B002_2_257_20230730_0839.pdf,דור 2 3 4 5
19,סלקום,263,אושה,צפונית לכביש 7703,זבולון,זבולון,210912,744444,תורן קרקעי,22/02/2022,30/01/2023,30/10/2022,יש היתר,16.436,2.188,במבנה סילו קומה 3,http://documents.sviva.gov.il/B001_2_263_20220222_1743.pdf,http://documents.sviva.gov.il/B002_2_263_20230130_1424.pdf,דור 2 3 4
20,סלקום,264,חיפה,דרך חנקין,חיפה,חיפה,201032,743128,תורן על הגג,28/11/2022,29/11/2023,26/06/2024,יש היתר,39.56,4.55,צופית 14,http://documents.sviva.gov.il/B001_2_264_20221128_1551.pdf,http://documents.sviva.gov.il/B002_2_264_20231129_0953.pdf,דור 2 3 4 5
21,סלקום,268,מודיעין-מכבים-רעות,מכון מים מודיעין דרום,מודיעין-מכבים-רעות,מודיעין מכבים רעות,199686,644437,תורן קרקעי,09/05/2024,17/09/2024,25/06/2024,יש היתר,41.88,5.35,קרקע,http://documents.sviva.gov.il/B001_2_268_20240509_1549.pdf,http://documents.sviva.gov.il/B002_2_268_20240917_0917.pdf,דור 2 3 4 5
22,סלקום,269,תל אביב -יפו,בזק דרך ההגנה 34 תל אביב,תל אביב -יפו,תל אביב יפו,179950,662372,אנטנת עוקץ,03/09/2023,29/11/2023,01/11/2023,יש היתר,38.733,4.876,במבנה רחוב קהילת ניו יורק 50 קומה 5,http://documents.sviva.gov.il/B001_2_269_20230903_0838.pdf,http://documents.sviva.gov.il/B002_2_269_20231129_0953.pdf,דור 2 3 4 5
23,סלקום,272,חולון,רח` פרופסור שור  57 חולון,חולון,חולון,180718,658815,אנטנת עוקץ,29/02/2024,04/11/2024,07/10/2024,יש היתר,47.126,5.692,במבנה רחוב פר` שור 38,http://documents.sviva.gov.il/B001_2_272_20240229_0751.pdf,http://documents.sviva.gov.il/B002_2_272_20241104_1333.pdf,דור 2 3 4 5
24,סלקום,275,תל אביב -יפו,"אצ""ל 70  תל אביב",תל אביב -יפו,תל אביב יפו,180589,661747,אנטנת עוקץ,08/01/2023,22/08/2023,03/06/2024,יש היתר,62.2,7.85,"בתוך אצ""ל 85",http://documents.sviva.gov.il/B001_2_275_20230108_1505.pdf,http://documents.sviva.gov.il/B002_2_275_20230822_1430.pdf,דור 2 3 4 5
25,סלקום,277,כפר סבא,רח` משה דיין 30 כפר סבא,כפר סבא,כפר סבא,192766,676020,תורן על הגג,10/01/2022,18/05/2023,25/01/2024,יש היתר,47.09,7.83,מבנה מגורים לסטודנטים ברחוב משה דיין 36,http://documents.sviva.gov.il/B001_2_277_20220110_1139.pdf,http://documents.sviva.gov.il/B002_2_277_20230518_1150.pdf,דור 2 3 4
26,סלקום,278,חולון,רח` העבודה 5,חולון,חולון,177940,657161,מתקן גישה אלחוטי,23/06/2021,01/01/2024,10/10/2024,יש היתר,33.244,5.424,בחדר קומה מתחת,http://documents.sviva.gov.il/B001_2_278_20210623_1558.pdf,http://documents.sviva.gov.il/B002_2_278_20240101_0810.pdf,דור 3 4
27,סלקום,279,חולון,רח` לוחמי הנגב 4,חולון,חולון,177904,659159,מתקן גישה אלחוטי,02/08/2022,25/12/2023,27/08/2024,יש היתר,73.1,7.97,נורדאו 1,http://documents.sviva.gov.il/B001_2_279_20220802_1617.pdf,http://documents.sviva.gov.il/B002_2_279_20231225_0913.pdf,דור 2 3 4
28,סלקום,280,אחיעזר,בית עלמין ליד כביש 1,עמק לוד,אחיעזר,187739,655433,תורן קרקעי,26/01/2015,08/03/2022,29/01/2023,יש היתר,4.325,0.962,בית העלמין,http://documents.sviva.gov.il/B001_2_280_20241111_0749.pdf,http://documents.sviva.gov.il/B002_2_280_20220308_0911.pdf,דור 2 3 4
29,סלקום,282,ברקת,בריכת מים צומת רנתיס,חבל מודיעין,חבל מודיעין,195709,657970,תורן קרקעי,12/11/2020,27/01/2021,31/12/2020,יש היתר,0.89,0.1,קרקע,http://documents.sviva.gov.il/B001_2_282_20201112_1550.pdf,http://documents.sviva.gov.il/B002_2_282_20210127_1310.pdf,דור 2 3 4 5
30,סלקום,284,חדרה,בנין עמידר-ברחוב חזני מיכאל 12 חדרה,חדרה,חדרה,192434,704049,אנטנה משתפלת,29/05/2023,25/12/2023,21/07/2024,יש היתר,17.049,2.321,"במבנה מגורים רחוב ד""ר ברין 4",http://documents.sviva.gov.il/B001_2_284_20230529_0932.pdf,http://documents.sviva.gov.il/B002_2_284_20231225_0911.pdf,דור 2 3 4 5
31,סלקום,285,חיפה,חוף שמן המלאכה 17 חיפה,חיפה,חיפה,201567,745730,תורן על הגג,08/06/2020,22/11/2020,28/10/2024,יש היתר,13.134,1.629,בקומה מתחת לגג,http://documents.sviva.gov.il/B001_2_285_20200608_1950.pdf,http://documents.sviva.gov.il/B002_2_285_20201122_0824.pdf,דור 2 3 4 5
32,סלקום,286,נצרת עילית,קניון לב העיר נצרת-דרך הציונות,נצרת עילית,נצרת עילית,229410,733822,תורן על הגג,14/09/2020,07/02/2021,14/10/2024,יש היתר,38.296,4.856,במבנה של הקניון קומה 3,http://documents.sviva.gov.il/B001_2_286_20200914_0916.pdf,http://documents.sviva.gov.il/B002_2_286_20210207_1317.pdf,דור 2 3 4 5
33,סלקום,287,חדרה,בית החייל גבעת אולגה,חדרה,חדרה,188795,705479,תורן על הגג,24/01/2021,12/07/2022,16/06/2024,יש היתר,63.554,7.889,במבנה מלון קומה 7,http://documents.sviva.gov.il/B001_2_287_20210124_1558.pdf,http://documents.sviva.gov.il/B002_2_287_20220712_1630.pdf,דור 2 3 4 5
34,סלקום,289,הרצליה,הפקולטה למשפטים הבינתחומי אלתרמן,הרצליה,הרצליה,184582,675816,מתקן גישה אלחוטי,12/09/2019,22/05/2024,29/01/2024,יש היתר,14.782,1.863,בקומה מתחת לגג,http://documents.sviva.gov.il/B001_2_289_20190923_1041.pdf,http://documents.sviva.gov.il/B002_2_289_20240522_1201.pdf,דור 3 4
35,סלקום,291,בני ברק,בזק רח` אבו חצרה,בני ברק,בני ברק,184210,666808,תורן על הגג,25/09/2019,27/02/2023,02/09/2024,יש היתר,2.68,0.35,מבנה בן יוסף 6-8,http://documents.sviva.gov.il/B001_2_291_20240709_0958.pdf,http://documents.sviva.gov.il/B002_2_291_20230227_1313.pdf,דור 2 3 4 5
36,סלקום,292,באר שבע,"מד""א-רח` סוקולוב 24 באר שבע",באר שבע,באר שבע,180163,573083,תורן על הגג,05/07/2023,25/12/2023,18/07/2024,יש היתר,47.768,6.384,במבנה מגורים כיכר קפלן 2,http://documents.sviva.gov.il/B001_2_292_20230705_0742.pdf,http://documents.sviva.gov.il/B002_2_292_20231225_0907.pdf,דור 3 4 5
37,סלקום,293,חיפה,שד` הנשיא,חיפה,חיפה,199124,745781,מתקן גישה אלחוטי,14/02/2013,10/06/2020,28/10/2024,יש היתר,0.51,0.1,בקומה עליונה מתחת לאנטנה,http://documents.sviva.gov.il/B001_2_293_20150623_1006.pdf,http://documents.sviva.gov.il/B002_2_293_20231101_1413.pdf,דור 3 4
38,סלקום,294,חיפה,תיאטרון הצפון קרית חיים  רח` ביליסון,חיפה,חיפה,207226,747475,תורן על הגג,20/12/2023,07/07/2024,25/04/2024,יש היתר,63.96,7.37,בילינסון 45,http://documents.sviva.gov.il/B001_2_294_20231220_1257.pdf,http://documents.sviva.gov.il/B002_2_294_20240707_0854.pdf,דור 2 3 4 5
39,סלקום,296,טירת כרמל,רח` קרן היסוד,טירת כרמל,טירת כרמל,197251,741439,תורן על הגג,26/04/2021,04/12/2023,18/06/2024,יש היתר,59.108,7.437,"בהמלאכה 8-מבנה 4 קומות-""מחסני הכסאות""-קומה 3",http://documents.sviva.gov.il/B001_2_296_20210426_1519.pdf,http://documents.sviva.gov.il/B002_2_296_20231204_1418.pdf,דור 2 3 4 5
40,סלקום,297,חיפה,בן גוריון 15 חיפה,חיפה,חיפה,199592,747452,תורן על הגג,22/08/2022,24/12/2023,08/09/2024,יש היתר,59.84,7.58,ברחוב המגינים 86-90,http://documents.sviva.gov.il/B001_2_297_20220822_1237.pdf,http://documents.sviva.gov.il/B002_2_297_20231224_1701.pdf,דור 2 3 4 5
41,סלקום,298,חיפה,רח` העצמאות 57 חיפה,חיפה,חיפה,200130,747319,תורן על הגג,29/09/2022,29/11/2023,26/06/2024,יש היתר,59.9,6.99,הבנקים 2,http://documents.sviva.gov.il/B001_2_298_20220929_1344.pdf,http://documents.sviva.gov.il/B002_2_298_20231129_0952.pdf,דור 2 3 4 5
42,סלקום,299,ירושלים,שדרות הרצל 124 פינת יפה נוף,ירושלים,ירושלים,217570,631598,אנטנת עוקץ,22/08/2023,18/12/2023,28/10/2024,יש היתר,46.64,5.3,שד` הרצל 124ב,http://documents.sviva.gov.il/B001_2_299_20230822_1347.pdf,http://documents.sviva.gov.il/B002_2_299_20231218_0900.pdf,דור 2 3 4 5
43,סלקום,301,דלתון,בברכת מים מערבית לפארק תעשיות רמת דלתון,מרום הגליל,מרום הגליל,244451,770473,תורן קרקעי,12/07/2006,20/08/2020,19/07/2023,יש היתר,1.7,0.182,קרקע,http://documents.sviva.gov.il/B001_2_301_20210426_1456.pdf,http://documents.sviva.gov.il/B002_2_301_20200820_1556.pdf,דור 2 3 4
44,סלקום,302,נווה אור,מאיר הר ציון אחוזת שושנה כוכב הירדן,עמק המעיינות,בקעת בית שאן,249106,721903,תורן קרקעי,16/10/2023,28/02/2024,20/02/2024,יש היתר,5.302,1.033,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_302_20231016_1130.pdf,http://documents.sviva.gov.il/B002_2_302_20240228_1012.pdf,דור 2 3 4
45,סלקום,304,שרונה,כביש 767,הגליל התחתון,הגליל התחתון,242967,735949,תורן קרקעי,30/05/2021,06/12/2021,12/09/2021,יש היתר,3.563,0.585,קרקע,http://documents.sviva.gov.il/B001_2_304_20210530_1809.pdf,http://documents.sviva.gov.il/B002_2_304_20211206_1743.pdf,דור 2 3 4
46,סלקום,305,מטולה,מכון מים הר צפייה,מטולה,מטולה,253688,797757,תורן קרקעי,29/06/2016,19/08/2020,11/06/2023,יש היתר,3.368,0.534,מבנה,http://documents.sviva.gov.il/B001_2_305_20211129_0728.pdf,http://documents.sviva.gov.il/B002_2_305_20200819_1423.pdf,לא פעיל
47,סלקום,306,קרית שמונה,מלון הצפון-בית החייל שד` תל חי,קריית שמונה,קרית שמונה,253521,790663,אנטנת עוקץ,20/07/2014,29/06/2020,30/10/2023,יש היתר,22.78,3.9,מבנה מגורים ומסחר,http://documents.sviva.gov.il/B001_2_306_20230911_1807.pdf,http://documents.sviva.gov.il/B002_2_306_20200629_1446.pdf,דור 2 3 4
48,סלקום,309,כרמיאל,קניון לב העיר -רח` נשיאי ישראל פינת רח` מורד הגיא 100,כרמיאל,כרמיאל,227864,757049,תורן על הגג,19/01/2021,04/12/2023,01/08/2024,יש היתר,19.919,3.765,במבנה צמוד מעל הקניון קומה 7,http://documents.sviva.gov.il/B001_2_309_20210119_1359.pdf,http://documents.sviva.gov.il/B002_2_309_20231204_1417.pdf,דור 2 3 4 5
49,סלקום,312,קצרין,אולם ספורט,קצרין,קצרין,264727,766901,תורן על הגג,27/03/2018,20/08/2020,23/07/2024,יש היתר,22.467,2.92,במרכז קהילתי קומה 1,http://documents.sviva.gov.il/B001_2_312_20240804_1227.pdf,http://documents.sviva.gov.il/B002_2_312_20200820_1557.pdf,דור 2 3 4
50,סלקום,317,סאסא,מטע תפוזים,הגליל העליון,הגליל העליון,236547,769987,תורן קרקעי,17/07/2011,20/08/2020,25/07/2023,יש היתר,0.618,0.07,קרקע,http://documents.sviva.gov.il/B001_2_317_20210629_0913.pdf,http://documents.sviva.gov.il/B002_2_317_20200820_1612.pdf,דור 2 3 4
51,סלקום,319,עין גב,בריכת מים כורסי,גולן,גולן,260710,747941,תורן קרקעי,23/02/2019,19/08/2020,05/06/2024,יש היתר,1.775,0.41,במבנה ליד מחסום כניסה לחוף - קרקע,http://documents.sviva.gov.il/B001_2_319_20210426_1457.pdf,http://documents.sviva.gov.il/B002_2_319_20200819_1437.pdf,דור 2 3 4
52,סלקום,320,גבעת אבני,בריכת מים צומת גולני,הגליל התחתון,הגליל התחתון,239845,742103,תורן קרקעי,30/05/2021,13/09/2021,03/07/2024,יש היתר,3.342,0.521,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_320_20210530_1810.pdf,http://documents.sviva.gov.il/B002_2_320_20210913_0907.pdf,דור 2 3 4
53,סלקום,321,מג`דל שמס,אתר החרמון רכבל תחתון,גולן,גולן,272112,801465,תורן קרקעי,30/12/2018,19/08/2020,06/05/2024,יש היתר,58.188,7.877,קרקע,http://documents.sviva.gov.il/B001_2_321_20201026_1211.pdf,http://documents.sviva.gov.il/B002_2_321_20200819_0943.pdf,דור 2 3 4
54,סלקום,2098,ירושלים,קניון הדר רח` גנרל פייר קניג 26,ירושלים,ירושלים,220364,629007,אתר זעיר פנימי,11/11/2015,28/02/2021,21/01/2021,יש היתר,22.907,4.506,רצפה,http://documents.sviva.gov.il/B001_2_2098_20151111_1014.pdf,http://documents.sviva.gov.il/B002_2_2098_20210228_1316.pdf,דור 2 3 4
55,סלקום,2100,גבעתיים,דרך השלום 69,גבעתיים,גבעתיים,181583,663838,אתר זעיר פנימי,12/06/2013,08/07/2020,13/02/2020,יש היתר,41.721,6.325,רצפה,http://documents.sviva.gov.il/B001_2_2100_20130612_1007.pdf,http://documents.sviva.gov.il/B002_2_2100_20200708_1606.pdf,דור 3 4
56,סלקום,2104,תל אביב -יפו,רח` אחד העם 14I.D,תל אביב -יפו,תל אביב יפו,178380,663440,אתר זעיר פנימי,01/03/2015,01/11/2023,09/07/2023,יש היתר,2.17,0.4,בשטח המבנה,http://documents.sviva.gov.il/B001_2_2104_20150301_0858.pdf,http://documents.sviva.gov.il/B002_2_2104_20231101_1217.pdf,דור 3 4
57,סלקום,2105,ירושלים,דרך דוד בנבנישתי 1 מול אייצטדיון טדי,ירושלים,ירושלים,218209,628408,אנטנת עוקץ,01/10/2020,11/11/2020,25/06/2024,יש היתר,39.47,4.78,מתחם מפגש נהגים,http://documents.sviva.gov.il/B001_2_2105_20201001_1421.pdf,http://documents.sviva.gov.il/B002_2_2105_20201111_0917.pdf,דור 2 3 4 5
58,סלקום,2106,כוכב יעקב,שטח פתוח ביישוב,מטה בנימין,מטה בנימין,222979,643558,תורן קרקעי,21/02/2023,25/06/2023,28/03/2024,יש היתר,3.309,0.553,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_2106_20230221_1846.pdf,http://documents.sviva.gov.il/B002_2_2106_20230625_1109.pdf,דור 2 3 4 5
59,סלקום,2112,אשקלון,רח` אקסודוס,אשקלון,אשקלון,160801,620409,מתקן גישה אלחוטי,09/01/2020,30/08/2020,27/08/2024,יש היתר,60.34,7.41,מבנה מגורים ברחוב אקסודוס 4,http://documents.sviva.gov.il/B001_2_2112_20200109_1055.pdf,http://documents.sviva.gov.il/B002_2_2112_20200830_1447.pdf,דור 3 4
60,סלקום,2123,כפר המכבי,קיבוץ כפר המכבי,זבולון,כפר ביאליק,211024,747279,תורן קרקעי,07/11/2022,12/07/2023,08/02/2023,יש היתר,4.501,0.665,מבנה נטוש,http://documents.sviva.gov.il/B001_2_2123_20221107_1450.pdf,http://documents.sviva.gov.il/B002_2_2123_20230712_1459.pdf,דור 2 3 4 5
61,סלקום,2130,שוהם,צפון מערבית לכביש 444 משאבת מים נטושה,שוהם,שוהם,195753,656406,מתקן גישה אלחוטי,30/10/2014,23/06/2020,19/09/2023,יש היתר,0.07,0.01,חווה חקלאית,http://documents.sviva.gov.il/B001_2_2130_20220320_0859.pdf,http://documents.sviva.gov.il/B002_2_2130_20200623_1753.pdf,דור 3 4
62,סלקום,2133,תל אביב -יפו,רח` הברזל 19,תל אביב -יפו,תל אביב יפו,184900,668420,אתר זעיר פנימי,04/11/2014,06/02/2024,26/12/2023,יש היתר,40.111,6.093,רצפה,http://documents.sviva.gov.il/B001_2_2133_20141104_1032.pdf,http://documents.sviva.gov.il/B002_2_2133_20240206_1004.pdf,דור 3 4
63,סלקום,2134,טבריה,"מחצבות כנרת ליד בי""ח פוריה",עמק הירדן,עמק הירדן,250873,740882,תורן קרקעי,22/08/2021,14/10/2021,26/11/2023,יש היתר,6.084,1.293,קרקע,http://documents.sviva.gov.il/B001_2_2134_20210822_1142.pdf,http://documents.sviva.gov.il/B002_2_2134_20211014_1700.pdf,דור 2 3 4
64,סלקום,2140,ראשון לציון,"סמוך לביה""ס לכיבוי אש שד` משה דיין",ראשון לציון,ראשון לציון,175920,655545,תורן קרקעי,27/05/2014,24/02/2020,25/02/2024,יש היתר,1.64,0.2,בית ספר כבאות,http://documents.sviva.gov.il/B001_2_2140_20140527_1045.pdf,http://documents.sviva.gov.il/B002_2_2140_20200224_1014.pdf,דור 2 3 4
65,סלקום,2141,ראשון לציון,רח` המאה ועשרים 10,ראשון לציון,ראשון לציון,176713,653706,תורן קרקעי,10/08/2022,20/08/2023,25/06/2024,יש היתר,3.429,0.685,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_2141_20220810_1042.pdf,http://documents.sviva.gov.il/B002_2_2141_20230820_1133.pdf,דור 2 3 4 5
66,סלקום,2147,צפת,"ביה""ח זיו  דרך הרמב""ם",צפת,צפת,246452,762134,אנטנת עוקץ,18/06/2019,19/08/2020,01/05/2024,יש היתר,2.986,0.479,במבנה חד קומתי - קרקע,http://documents.sviva.gov.il/B001_2_2147_20231204_1436.pdf,http://documents.sviva.gov.il/B002_2_2147_20230511_1239.pdf,דור 2 3 4
67,סלקום,2148,יפתח,סילו בקיבוץ,הגליל העליון,יפתח,251903,781193,מתקן גישה אלחוטי,30/12/2010,03/09/2020,20/10/2022,יש היתר,1.43,0.25,מבנה קומה עליונה,http://documents.sviva.gov.il/B001_2_2148_20210721_1259.pdf,http://documents.sviva.gov.il/B002_2_2148_20200903_1002.pdf,דור 2 3 4
68,סלקום,2167,חצור הגלילית,מערבית לבית הקברות,חצור הגלילית,חצור הגלילית,250077,764992,תורן קרקעי,05/11/2006,29/09/2020,21/06/2023,יש היתר,3,0.7,רפת,http://documents.sviva.gov.il/B001_2_2167_20210309_1251.pdf,http://documents.sviva.gov.il/B002_2_2167_20200929_1242.pdf,דור 2 3 4
69,סלקום,2168,כרמיאל,רח` החרושת 49,כרמיאל,כרמיאל,230294,758889,אנטנת עוקץ,11/02/2021,30/06/2022,12/03/2024,יש היתר,67.387,7.958,במבנה תעשיה רחוב החרושת 51 קומה 1,http://documents.sviva.gov.il/B001_2_2168_20210211_1150.pdf,http://documents.sviva.gov.il/B002_2_2168_20220630_1442.pdf,דור 2 3 4 5
70,סלקום,2170,צפת,בריכת מים הר כנען נווה אורנים,צפת,צפת,248062,764196,תורן קרקעי,15/02/2021,30/05/2023,30/04/2024,יש היתר,34.2,4.01,מבני מגורים ברחוב לשם 5-7,http://documents.sviva.gov.il/B001_2_2170_20230523_1029.pdf,http://documents.sviva.gov.il/B002_2_2170_20230530_1142.pdf,דור 2 3 4 5
71,סלקום,2172,תל אביב -יפו,"רח` יגאל אלון  ת""א",תל אביב -יפו,תל אביב יפו,180447,663173,אנטנת עוקץ,29/11/2023,05/09/2024,16/04/2024,יש היתר,73.096,7.94,במבנה מסחרי רחוב השלושה 11,http://documents.sviva.gov.il/B001_2_2172_20231129_1002.pdf,http://documents.sviva.gov.il/B002_2_2172_20240905_1107.pdf,דור 2 3 4 5
72,סלקום,2174,כחל,בתחנת הדלק,מבואות החרמון,מבואות החרמון,249207,756675,תורן קרקעי,27/03/2022,04/01/2024,03/11/2024,יש היתר,1.611,0.316,במבנה תחנת דלק קרקע,http://documents.sviva.gov.il/B001_2_2174_20220327_1015.pdf,http://documents.sviva.gov.il/B002_2_2174_20240104_1009.pdf,דור 2 3 4
73,סלקום,2178,ירושלים,שד` לוי אשכול,ירושלים,ירושלים,221610,633943,אנטנת עוקץ,23/03/2023,15/11/2023,21/03/2024,יש היתר,66.91,7.89,ספריית מאירהוף,http://documents.sviva.gov.il/B001_2_2178_20230323_0951.pdf,http://documents.sviva.gov.il/B002_2_2178_20231115_0924.pdf,דור 2 3 4 5
74,סלקום,2181,רעננה,התעשיה 7 רעננה,רעננה,רעננה,189037,678121,תורן על הגג,14/07/2014,13/02/2020,07/10/2024,יש היתר,48.61,6.82,מבנה משרדים ברחוב המסגר 6,http://documents.sviva.gov.il/B001_2_2181_20140714_1429.pdf,http://documents.sviva.gov.il/B002_2_2181_20200213_1251.pdf,דור 3 4
75,סלקום,2184,חיפה,הרצל 63 חיפה,חיפה,חיפה,200438,745934,אנטנה משתפלת,09/05/2023,24/12/2023,01/08/2024,יש היתר,39.346,4.752,בקומה מתחת לגג,http://documents.sviva.gov.il/B001_2_2184_20230509_1826.pdf,http://documents.sviva.gov.il/B002_2_2184_20231224_1641.pdf,דור 2 3 4 5
